X,Y,OBJECTID,CreatedBy,CreatedDate,LastEditor,LastUpdate,FacilityID,DataSource,ProjectNumber,InstallDate,LifecycleStatus,Location,SymbolRotation,HydrantType,Elevation,Manufacturer,Style,year_manufactured,BarrelDiameter,SeatDiameter,Comments,nozzle_color,MaintainedBy,InstallType
-89.511723928812998,43.08367430198988,1204,,,WUPTB,2017-08-31T16:19:25.000Z,HYDR-2546-1,,,,ACT,"1229 N Westfield Rd Westfield Rd N, 53717",55.2715,,955,MUELLER,Mueller,1983,5,,,blue,MADISON WATER UTILITY,
-89.507248506301892,43.084160197637317,1205,,,WUPTB,2017-08-31T16:19:25.000Z,HYDR-2546-4,,,,ACT,"7210 Longmeadow Rd Longmeadow Rd, 53717",55.7553,,931,MUELLER,Mueller,1985,5,,,blue,MADISON WATER UTILITY,
-89.508754576933299,43.084249900725403,1206,,,WUPTB,2017-08-31T16:19:25.000Z,HYDR-2546-3,,,,ACT,"7310 Longmeadow Rd Longmeadow Rd, 53717",95.2012,,930,MUELLER,Mueller,1986,5,,,blue,MADISON WATER UTILITY,
-89.510427076323978,43.084160777962907,1207,,,WUPTB,2017-08-31T16:19:25.000Z,HYDR-2546-2,,,,ACT,"7402 Longmeadow Rd Longmeadow Rd, 53717",75.0031,,938,MUELLER,Mueller,1985,5,,,blue,MADISON WATER UTILITY,
-89.51327652516045,43.077862059697978,1208,,,WUPTB,2017-08-31T16:19:25.000Z,HYDR-2448-6,,,,ACT,"99 Eastbourne Cir Eastbourne Cir, 53717",202.85145309,,989,MUELLER,Mueller,1991,5,,,blue,MADISON WATER UTILITY,
-89.512488077134392,43.079063447159257,1209,,,WUPTB,2017-08-31T16:19:25.000Z,HYDR-2448-5,,,,ACT,EASTBOURNE CIR & SAWMILL RD,350.1572,,986,MUELLER,Mueller,1991,5,,,blue,MADISON WATER UTILITY,
-89.514511279056109,43.079651772773552,1210,,,WUPTB,2017-08-31T16:19:25.000Z,HYDR-2448-1,,,,ACT,"7513 Sawmill Rd Sawmill Rd, 53717",253.7891,,982,MUELLER,Mueller,1989,5,,,blue,MADISON WATER UTILITY,
-89.423752858652364,43.02703975264874,1211,,,WUPTB,2017-08-31T16:19:25.000Z,HYDR-4369-8,FLD,,,ACT,"CANNONBALL PATH & POST RD, 1ST E FROM",140.9744,,924,MUELLER,Mueller,2010,5,,,Blue,MADISON WATER UTILITY,
-89.421674266675439,43.029315439079269,1212,,,WUPTB,2017-08-31T16:19:25.000Z,HYDR-4368-4,FLD,,,ACT,"CANNONBALL PATH & POST RD, 2ND E FROM",330.1932,,918,MUELLER,Mueller,2010,5,,,Blue,MADISON WATER UTILITY,
-89.419591240132846,43.031599209894189,1213,,,WUPTB,2017-08-31T16:19:25.000Z,HYDR-4367-6,FLD,,,ACT,"CANNONBALL PATH & GREENWAY VIEW, 1ST E FROM",326.1554,,910,MUELLER,Mueller,2010,5,,,Blue,MADISON WATER UTILITY,
-89.404774163083104,43.031346804840069,1214,,,WUPTB,2017-08-31T16:19:25.000Z,HYDR-4668-3,,,,ACT,"1302 Greenway Cross Greenway Cross, 53713",64.7086,,891,KENNEDY,K-81,,5,,,Blue,MADISON WATER UTILITY,
-89.469461376720233,43.030838521380758,1215,,,WUPTB,2017-08-31T16:19:25.000Z,HYDR-3368-8,,,,ACT,DENTON PL & TAWHEE DR,159.60358549,,1038,,M-3,1956,5,,,Blue,MADISON WATER UTILITY,
-89.469029247063219,43.027646057707884,1216,,,WUPTB,2017-08-31T16:19:25.000Z,HYDR-3469-3,,,,ACT,TAWHEE DR & KRONCKE DR,159.60359012,,1029,,M-3,1962,5,,,blue,MADISON WATER UTILITY,
-89.470296895721688,43.027690592785767,1217,,,WUPTB,2017-08-31T16:19:25.000Z,HYDR-3369-4,,,,ACT,TEAL DR & KRONCKE DR,159.60359473,,1031,,M-3,1958,5,,,blue,MADISON WATER UTILITY,
-89.472674870833842,43.027776370726059,1219,,,WUPTB,2017-08-31T16:19:25.000Z,HYDR-3369-2,,,,ACT,GILBERT RD & KRONCKE DR,159.60360324,,1036,,M-3,1962,5,,,blue,MADISON WATER UTILITY,
-89.472171873108778,43.030694110397924,1220,,,WUPTB,2017-08-31T16:19:25.000Z,HYDR-3368-4,,,,ACT,ASPEN RD & DENTON PL,159.60359586,,1048,,M-3,1956,5,,,blue,MADISON WATER UTILITY,
-89.470814707044795,43.030683550796105,1221,,,WUPTB,2017-08-31T16:19:25.000Z,HYDR-3368-5,,,,ACT,TEAL DR & DENTON PL,159.60359087,,1042,,M-3,1956,5,,,blue,MADISON WATER UTILITY,
-89.473175374139487,43.02939578553336,1222,,,WUPTB,2017-08-31T16:19:25.000Z,HYDR-3368-6,,,,ACT,"2121 Gilbert Rd Gilbert Rd, 53711",159.60360195,,1042,,M-3,,5,,,blue,MADISON WATER UTILITY,
-89.471682934217853,43.028956652393077,1223,,,WUPTB,2017-08-31T16:19:25.000Z,HYDR-3369-1,,,,ACT,"2210 Aspen Rd Aspen Rd, 53711",159.6035973,,1043,,M-3,1956,5,,,blue,MADISON WATER UTILITY,
-89.470419921885863,43.029311283221588,1224,,,WUPTB,2017-08-31T16:19:25.000Z,HYDR-3368-7,,,,ACT,"2210 Teal Dr Teal Dr, 53711",159.60359194,,1036,,M-3,1956,5,,,blue,MADISON WATER UTILITY,
-89.469176631326349,43.029667908608282,1225,,,WUPTB,2017-08-31T16:19:25.000Z,HYDR-3468-5,,,,ACT,"2114 Tawhee Dr Tawhee Dr, 53711",159.6035868,,1034,,M-3,1956,5,,,Green,MADISON WATER UTILITY,
-89.468588732116231,43.028691334256152,1226,,,WUPTB,2017-08-31T16:19:25.000Z,HYDR-3469-1,,,,ACT,THORN LN & TAWHEE DR,159.60358643,,1031,,M-3,1955,5,,,Green,MADISON WATER UTILITY,
-89.467567358621821,43.028621395041796,1227,,,WUPTB,2017-08-31T16:19:25.000Z,HYDR-3469-2,,,,ACT,"17 Thorn Ln Thorn Ln, 53711",159.60358284,,1037,WATEROUS,W-59,,5,,,Green,MADISON WATER UTILITY,
-89.467714592312475,43.029894158960062,1228,,,WUPTB,2017-08-31T16:19:25.000Z,HYDR-3468-2,,,,ACT,"5101 Romay Ct Romay Ct, 53711",159.60358102,,1040,,M-3,1957,5,,,Orange,MADISON WATER UTILITY,
-89.467622107617217,43.030839758435086,1229,,,WUPTB,2017-08-31T16:19:25.000Z,HYDR-3468-1,,,,ACT,"5101 Denton Pl Denton Pl, 53711",159.60357875,,1049,WATEROUS,WB-59,1975,5,,,Green,MADISON WATER UTILITY,
-89.475303652274903,43.030526683140302,1230,,,WUPTB,2017-08-31T16:19:25.000Z,HYDR-3268-4,,,,ACT,"2102 Manor Green Dr Manor Green Dr, 53711",159.60360763,,1048,,M-3,1967,5,,,Blue,MADISON WATER UTILITY,
-89.474482842164903,43.026961600456339,1231,,,WUPTB,2017-08-31T16:19:25.000Z,HYDR-3269-7,,,,ACT,"5602 Meadowood Dr Meadowood Dr, 53711",159.60361151,,1037,KENNEDY,K-11,,5,,,Blue,MADISON WATER UTILITY,
-89.474974352168729,43.026970747268962,1232,,,WUPTB,2017-08-31T16:19:25.000Z,HYDR-3269-6,,,,ACT,MEADOWOOD DR & WHITNEY WAY,159.6036132,,1035,KENNEDY,K-11,,5,,,blue,MADISON WATER UTILITY,
-89.475145547867243,43.026459199801856,1233,,,WUPTB,2017-08-31T16:19:25.000Z,HYDR-3269-8,,,,ACT,"2401 S Whitney Way Whitney Way S, 53719",159.60361492,,1032,,Pacer,1997,5,,,blue,MADISON WATER UTILITY,
-89.480245409128557,43.026572427073205,1234,,,WUPTB,2017-08-31T16:19:25.000Z,HYDR-3169-5,,,,ACT,"5769 Meadowood Dr Meadowood Dr, 53711",159.60363341,,1034,,M-3,1957,5,,,Blue,MADISON WATER UTILITY,
-89.476183199703499,43.026955526153969,1235,,,WUPTB,2017-08-31T16:19:25.000Z,HYDR-3269-5,,,,ACT,"5714 Meadowood Dr Meadowood Dr, 53711",159.60361777,,1036,,M-3,1951,5,,,blue,MADISON WATER UTILITY,
-89.47803789786721,43.026997504299594,1236,,,WUPTB,2017-08-31T16:19:25.000Z,HYDR-3269-4,,,,ACT,"5738 Meadowood Dr Meadowood Dr, 53711",159.60362455,,1036,,M-3,1957,5,,,blue,MADISON WATER UTILITY,
-89.481967140128475,43.027700110789397,1237,,,WUPTB,2017-08-31T16:19:25.000Z,HYDR-3169-6,,,,ACT,"5818 Idledale Cir Idledale Cir, 53711",159.60363748,,1038,,M-3,1952,5,,,Orange,MADISON WATER UTILITY,
-89.480461478117135,43.027053017914987,1238,,,WUPTB,2017-08-31T16:19:25.000Z,HYDR-3169-4,,,,ACT,MEADOWOOD DR & TANAGER TRL,159.60363328,,1033,,M-3,1956,5,,,blue,MADISON WATER UTILITY,
-89.480281073919897,43.027904457141432,1239,,,WUPTB,2017-08-31T16:19:25.000Z,HYDR-3169-3,,,,ACT,KRONCKE DR & TANAGER TRL,87.8855,,1031,,M-3,1946,5,,,blue,MADISON WATER UTILITY,
-89.477830680184951,43.027838561308911,1240,,,WUPTB,2017-08-31T16:19:25.000Z,HYDR-3269-2,,,,ACT,"5730 Kroncke Dr Kroncke Dr, 53711",88.022,,1037,,M-3,1965,5,,,blue,MADISON WATER UTILITY,
-89.480171932883124,43.029160714669018,1241,,,WUPTB,2017-08-31T16:19:25.000Z,HYDR-3169-1,,,,ACT,LELAND DR & THRUSH LN,159.60362815,,1034,,M-3,,5,,,blue,MADISON WATER UTILITY,
-89.479080659883849,43.029562098997665,1242,,,WUPTB,2017-08-31T16:19:25.000Z,HYDR-3168-6,,,,ACT,"5 Leland Cir Leland Cir, 53711",159.60362339,,1038,MUELLER,Mueller,1979,5,,,Orange,MADISON WATER UTILITY,
-89.476139324344018,43.02938756707853,1243,,,WUPTB,2017-08-31T16:19:25.000Z,HYDR-3268-3,,,,ACT,WHITNEY WAY & THRUSH LN,159.60361294,,1045,,M-3,,5,,,blue,MADISON WATER UTILITY,
-89.47777130045948,43.029072342491119,1244,,,WUPTB,2017-08-31T16:19:25.000Z,HYDR-3269-1,,,,ACT,THRUSH LN & IRIS LN,159.6036195,,1042,,M-3,1958,5,,,blue,MADISON WATER UTILITY,
-89.478150494568084,43.030151399648211,1245,,,WUPTB,2017-08-31T16:19:25.000Z,HYDR-3268-2,,,,ACT,"2109 Iris Ln Iris Ln, 53711",159.60361875,,1039,,M-3,1951,5,,,blue,MADISON WATER UTILITY,
-89.479680220909998,43.031721533980409,1246,,,WUPTB,2017-08-31T16:19:25.000Z,HYDR-3168-2,,,,ACT,RAYMOND RD & LELAND DR,159.60362142,,1040,,Pacer,1991,5,,,blue,MADISON WATER UTILITY,
-89.479912580433776,43.030896141367755,1247,,,WUPTB,2017-08-31T16:19:26.000Z,HYDR-3168-3,,,,ACT,BALSAM RD & LELAND DR,159.60362382,,1035,,M-3,,5,,,blue,MADISON WATER UTILITY,
-89.482524829985678,43.028762801038454,1248,,,WUPTB,2017-08-31T16:19:26.000Z,HYDR-3169-2,,,,ACT,MAYHILL DR & TANAGER TRL,159.60363756,,1026,,M-3,1959,5,,,blue,MADISON WATER UTILITY,
-89.475065356873671,43.031727063163736,1249,,,WUPTB,2017-08-31T16:19:26.000Z,HYDR-3268-1,,,,ACT,"5513 Raymond Rd Raymond Rd, 53711",89.5219,,1050,,M-3,1953,5,,,blue,MADISON WATER UTILITY,
-89.4652716906932,43.031676796964554,1252,,,WUPTB,2017-08-31T16:19:26.000Z,HYDR-3468-3,,,,ACT,RAYMOND RD & WESTCHESTER RD,89.8829,,1046,,M-3,1963,5,,,blue,MADISON WATER UTILITY,
-89.426104598795646,43.026778625487729,1253,,,WUPTB,2017-08-31T16:19:26.000Z,HYDR-4269-7,FLD,,,ACT,POST RD & IRVINGTON WAY,122.5477,,914,WATEROUS,WB-59,,5,,,blue,MADISON WATER UTILITY,
-89.427969531693023,43.024934966844832,1254,,,WUPTB,2017-08-31T16:19:26.000Z,HYDR-4270-3,,,,ACT,IRVINGTON WAY & ESSEX CT,116.6676,,933,WATEROUS,WB-59,,5,,,blue,MADISON WATER UTILITY,
-89.426242161532258,43.025676730975661,1255,,,WUPTB,2017-08-31T16:19:26.000Z,HYDR-4270-5,,,,ACT,"2821 Irvington Way Irvington Way, 53713",308.8945,,928,WATEROUS,W-59,,5,,,blue,MADISON WATER UTILITY,
-89.428466137477443,43.025670164160225,1256,,,WUPTB,2017-08-31T16:19:26.000Z,HYDR-4270-1,FLD,,,ACT,"2917 Post Rd Post Rd, 53713",122.2177,,935,WATEROUS,W-59,,5,,,blue,MADISON WATER UTILITY,
-89.430621752619089,43.026064899547379,1257,,,WUPTB,2017-08-31T16:19:26.000Z,HYDR-4170-5,FLD,,,ACT,GRANDVIEW BLVD & KNOLLWOOD WAY,213.2829,,960,WATEROUS,WB-59,,5,,,blue,MADISON WATER UTILITY,
-89.429821841933602,43.024732661931118,1258,,,WUPTB,2017-08-31T16:19:26.000Z,HYDR-4270-2,,,,ACT,"3021 Irvington Way Irvington Way, 53713",77.8859,,962,WATEROUS,WB-59,,5,,,blue,MADISON WATER UTILITY,
-89.461182868995934,43.02840494714664,1259,,,WUPTB,2017-08-31T16:19:26.000Z,HYDR-3569-1,,,,ACT,"2309 Carling Dr Unit 3 Carling Dr, 53711",159.60355988,,1018,WATEROUS,WB-59,1983,5,,,Blue,MADISON WATER UTILITY,
-89.483313300616871,43.030312134421024,1261,,,WUPTB,2017-08-31T16:19:26.000Z,HYDR-3168-5,,,,ACT,THRUSH LN & CAMERON DR,159.60363747,,1022,,M-3,,5,,,blue,MADISON WATER UTILITY,
-89.482362562692217,43.030023625792296,1262,,,WUPTB,2017-08-31T16:19:26.000Z,HYDR-3168-4,,,,ACT,BALSAM RD & THRUSH LN,159.60363454,,1024,,M-3,1956,5,,,blue,MADISON WATER UTILITY,
-89.474763552418381,43.029312183534792,1263,,,WUPTB,2017-08-31T16:19:26.000Z,HYDR-3268-5,,,,ACT,"2202 Manor Green Dr Manor Green Dr, 53711",159.60360799,,1044,,M-3,1959,5,,,blue,MADISON WATER UTILITY,
-89.474108988365003,43.027796732605211,1264,,,WUPTB,2017-08-31T16:19:26.000Z,HYDR-3369-5,,,,ACT,MANOR GREEN DR & KRONKE DR,159.60360851,,1039,,M-3,,5,,,blue,MADISON WATER UTILITY,
-89.483317013084999,43.03173738662715,1266,,,WUPTB,2017-08-31T16:19:26.000Z,HYDR-3168-1,,,,ACT,CAMERON DR & RAYMOND RD,358.5652,,1026,,M-3,1955,5,,,blue,MADISON WATER UTILITY,
-89.484036923740902,43.0271438745092,1267,,,WUPTB,2017-08-31T16:19:26.000Z,HYDR-3069-9,,,,ACT,"5914 Meadowood Dr Meadowood Dr, 53711",159.60364619,,1040,,M-3,1949,5,,,blue,MADISON WATER UTILITY,
-89.485177862886673,43.027952761147858,1268,,,WUPTB,2017-08-31T16:19:26.000Z,HYDR-3069-5,,,,ACT,"5941 Mayhill Dr Mayhill Dr, 53711",159.60364886,,1036,MUELLER,Mueller,1989,5,,,blue,MADISON WATER UTILITY,
-89.434087139313888,43.031777931921084,1270,,,WUPTB,2017-08-31T16:19:26.000Z,HYDR-4067-2,,,,ACT,NOTTINGHAM WAY & KINGSTON DR,89.67404217,,971,,M-3,,5,,,blue,MADISON WATER UTILITY,
-89.431968998645175,43.031330591424549,1271,,,WUPTB,2017-08-31T16:19:26.000Z,HYDR-4168-6,,,,ACT,"3302 Nottingham Way Nottingham Way, 53713",250.86588563,,991,,M-3,,5,,,blue,MADISON WATER UTILITY,
-89.430674047187381,43.031202392354615,1272,,,WUPTB,2017-08-31T16:19:26.000Z,HYDR-4168-1,,,,ACT,NOTTINGHAM WAY & GRANDVIEW BLVD,159.60344241,,979,,M-3,,5,,,blue,MADISON WATER UTILITY,
-89.431621210825583,43.02996725749508,1273,,,WUPTB,2017-08-31T16:19:26.000Z,HYDR-4168-3,FLD,,,ACT,KINGSTON DR & GRANDVIEW BLVD,159.6034482,,991,,M-3,,5,,,Blue,MADISON WATER UTILITY,
-89.434371244489412,43.029318838064711,1274,,,WUPTB,2017-08-31T16:19:26.000Z,HYDR-4168-4,,,,ACT,LEYTON LN & LEYTON CIR,159.60345949,,986,,M-3,,5,,,Blue,MADISON WATER UTILITY,
-89.433231378181631,43.029221860594753,1275,,,WUPTB,2017-08-31T16:19:26.000Z,HYDR-4168-5,FLD,,,ACT,"13 Leyton Cir Leyton Cir, 53713",159.60345548,,992,,M-3,,5,,,Orange,MADISON WATER UTILITY,
-89.43406052127996,43.030884873543862,1276,,,WUPTB,2017-08-31T16:19:26.000Z,HYDR-4168-2,FLD,,,ACT,LEYTON LN & KINGSTON DR,159.60345534,,983,,M-3,,5,,,Blue,MADISON WATER UTILITY,
-89.427923871860088,43.031162405796422,1278,,,WUPTB,2017-08-31T16:19:26.000Z,HYDR-4268-1,,,,ACT,"3006 Nottingham Way Nottingham Way, 53713",159.6034323,,947,WATEROUS,WB-59,,5,,,Blue,MADISON WATER UTILITY,
-89.429892126443235,43.029921005920748,1279,,,WUPTB,2017-08-31T16:19:26.000Z,HYDR-4268-6,FLD,,,ACT,"14 Pelham Ct Pelham Ct, 53713",159.60344196,,980,KENNEDY,K-11,,5,,,Blue,MADISON WATER UTILITY,
-89.431800064608538,43.028808002042055,1280,wujag,2014-10-07T13:20:35.000Z,WUPTB,2017-08-31T16:19:26.000Z,HYDR-4169-1725,FLD,1-1430-19,2014-10-01T00:00:00.000Z,ACT,"3109 Grandview Blvd Grandview Blvd, 53713",262.1467,,989,WATEROUS,PACER,2000,5,,,blue,MADISON WATER UTILITY,
-89.428305752718103,43.026975744621737,1281,,,WUPTB,2017-08-31T16:19:26.000Z,HYDR-4269-4,FLD,,,ACT,WIMBLEDON CIR & WIMBLEDON WAY,30.8959,,925,WATEROUS,WB-59,,5,,,blue,MADISON WATER UTILITY,
-89.432124044584853,43.027768514304967,1282,,,WUPTB,2017-08-31T16:19:26.000Z,HYDR-4169-4,FLD,,,ACT,LEYTON LN & GRANDVIEW BLVD,159.60345434,,979,KENNEDY,K-11,,5,,,blue,MADISON WATER UTILITY,
-89.430894783420911,43.028586967021965,1283,,,WUPTB,2017-08-31T16:19:26.000Z,HYDR-4169-2,FLD,,,ACT,DERBY DOWN & PELHAM RD,159.60344794,,993,KENNEDY,K-11,,5,,,blue,MADISON WATER UTILITY,
-89.429513091021974,43.029430220443544,1284,,,WUPTB,2017-08-31T16:19:26.000Z,HYDR-4268-5,FLD,,,ACT,PELHAM RD & PELHAM CT,159.60344139,,972,KENNEDY,K-11,,5,,,Blue,MADISON WATER UTILITY,
-89.426119351894613,43.03020535657118,1285,,,WUPTB,2017-08-31T16:19:26.000Z,HYDR-4268-3,FLD,,,ACT,PELHAM RD & ASHFORD LN,159.60342754,,920,WATEROUS,W-59,,5,,,blue,MADISON WATER UTILITY,
-89.428118820633898,43.030288683805566,1286,,,WUPTB,2017-08-31T16:19:26.000Z,HYDR-4268-4,,,,ACT,"2920 Pelham Rd Pelham Rd, 53713",159.60343468,,941,KENNEDY,K-11,,5,,,Blue,MADISON WATER UTILITY,
-89.426713631120563,43.02906771716529,1287,,,WUPTB,2017-08-31T16:19:26.000Z,HYDR-4268-7,FLD,,,ACT,HEATHERDELL LN & ASHFORD LN,159.60343191,,922,WATEROUS,W-59,,5,,,blue,MADISON WATER UTILITY,
-89.428331188129093,43.028792904159531,1288,,,WUPTB,2017-08-31T16:19:26.000Z,HYDR-4269-1,FLD,,,ACT,"3306 Heatherdell Ln Heatherdell Ln, 53713",166.9579,,943,WATEROUS,WB-59,,5,,,blue,MADISON WATER UTILITY,
-89.427298156316056,43.027446253760132,1289,,,WUPTB,2017-08-31T16:19:26.000Z,HYDR-4269-5,,,,ACT,HEATHERDELL LN & WIMBLEDON WAY,213.0552,,917,WATEROUS,WB-59,,5,,,blue,MADISON WATER UTILITY,
-89.425917211736532,43.028285880882052,1290,,,WUPTB,2017-08-31T16:19:26.000Z,HYDR-4269-2,FLD,,,ACT,ASHFORD LN & TODD DR,159.60343051,,916,WATEROUS,W-59,,5,,,blue,MADISON WATER UTILITY,
-89.426261855930278,43.02763004858685,1291,,,WUPTB,2017-08-31T16:19:26.000Z,HYDR-4269-6,,,,ACT,WIMBLEDON WAY & TODD DR,159.60343299,,915,WATEROUS,W-59,,5,,,blue,MADISON WATER UTILITY,
-89.431640127077884,43.02562679198082,1293,,,WUPTB,2017-08-31T16:19:26.000Z,HYDR-4170-4,FLD,,,ACT,KNOLLWOOD WAY & IRVINGTON WAY,122.9493,,968,WATEROUS,WB-59,,5,,,blue,MADISON WATER UTILITY,
-89.427548284035822,43.024567263338255,1294,,,WUPTB,2017-08-31T16:19:26.000Z,HYDR-4270-4,,,,ACT,"9 Essex Ct Essex Ct, 53713",159.60344356,,936,WATEROUS,WB-59,,5,,,blue,MADISON WATER UTILITY,
-89.433181756462716,43.02583291348153,1295,,,WUPTB,2017-08-31T16:19:26.000Z,HYDR-4170-3,FLD,,,ACT,"10 Knollwood Ct Knollwood Ct, 53713",159.60346186,,949,WATEROUS,WB-59,,5,,,blue,MADISON WATER UTILITY,
-89.433456252340932,43.025379477251192,1296,,,WUPTB,2017-08-31T16:19:26.000Z,HYDR-4170-2,FLD,,,ACT,KNOLLWOOD CT & KNOLLWOOD WAY,153.5978,,937,WATEROUS,WB-59,,5,,,blue,MADISON WATER UTILITY,
-89.44887555137889,43.030947517574077,1297,,,WUPTB,2017-08-31T16:19:26.000Z,HYDR-3868-1,,,,ACT,WINDFLOWER WAY & WHENONA DR (VACATED),159.60350969,,997,,M-3,1956,5,,,Green,MADISON WATER UTILITY,
-89.446834998265032,43.030938469154222,1298,,,WUPTB,2017-08-31T16:19:26.000Z,HYDR-3868-2,,,,ACT,WINDFLOWER WAY & DANBURY ST,159.60350222,,964,,M-3,1955,5,,,Blue,MADISON WATER UTILITY,
-89.445767485905932,43.030759591963886,1299,,,WUPTB,2017-08-31T16:19:26.000Z,HYDR-3868-3,,,,ACT,SEMINOLE HWY & WINDFLOWER WAY,159.60349862,,957,,M-3,1956,5,,,Blue,MADISON WATER UTILITY,
-89.446874696258632,43.030109313351112,1300,,,WUPTB,2017-08-31T16:19:26.000Z,HYDR-3868-5,,,,ACT,LILAC LN & DANBURY ST,159.60350399,,956,,M-3,1952,5,,,Blue,MADISON WATER UTILITY,
-89.446869224529337,43.029325359367753,1301,,,WUPTB,2017-08-31T16:19:26.000Z,HYDR-3868-7,,,,ACT,DANBURY ST & DAISY DR,159.60350543,,955,,M-3,1955,5,,,Blue,MADISON WATER UTILITY,
-89.44891462407638,43.030128312559555,1302,,,WUPTB,2017-08-31T16:19:26.000Z,HYDR-3868-4,,,,ACT,"4344 Lilac Ln Lilac Ln, 53711",159.60351137,,980,,M-3,1956,5,,,Green,MADISON WATER UTILITY,
-89.448960116223461,43.029174729106913,1303,,,WUPTB,2017-08-31T16:19:26.000Z,HYDR-3868-6,,,,ACT,DAISY DR & WHENONA DR,159.60351342,,972,,M-3,1955,5,,,Green,MADISON WATER UTILITY,
-89.447350598100769,43.027944646326887,1304,,,WUPTB,2017-08-31T16:19:26.000Z,HYDR-3869-3,,,,ACT,"2510 Seminole Hwy Seminole Hwy, 53711",159.60350998,,953,,M-3,1955,5,,,Green,MADISON WATER UTILITY,
-89.447137119337157,43.028461311868696,1305,,,WUPTB,2017-08-31T16:19:26.000Z,HYDR-3869-2,,,,ACT,CLOVER CT & SEMINOLE HWY,159.60350801,,956,,M-3,1955,5,,,Green,MADISON WATER UTILITY,
-89.449018920987754,43.028480185641619,1306,,,WUPTB,2017-08-31T16:19:26.000Z,HYDR-3869-1,,,,ACT,CLOVER CT & WHENONA DR,159.60351498,,963,,M-3,1955,5,,,Green,MADISON WATER UTILITY,
-89.458047707904285,43.030235224268772,1307,wujag,2016-04-19T08:38:40.000Z,WUPTB,2017-07-28T15:37:15.000Z,HYDR-3668-2380,TC,1-1630-19,2016-04-12T00:00:00.000Z,ACT,"2202 Rosenberry Rd Rosenberry Rd, 53711",358.0821,,1003,WATEROUS,,2016,5,,,Blue,MADISON WATER UTILITY,
-89.458015585577712,43.031151254677951,1308,,,WUPTB,2017-08-31T16:19:26.000Z,HYDR-3668-4,,,,ACT,ROSENBERRY RD & THURSTON LN,178.083,,1015,WATEROUS,W-59,1963,5,,,Blue,MADISON WATER UTILITY,
-89.458111360613373,43.028991204127884,1309,,,WUPTB,2017-08-31T16:19:26.000Z,HYDR-3669-1,,,,ACT,ROSENBERRY RD & JENEWEIN RD,178.1526,,988,WATEROUS,W-59,1963,5,,,Blue,MADISON WATER UTILITY,
-89.459269984918421,43.030305076582692,1310,,,WUPTB,2017-08-31T16:19:26.000Z,HYDR-3668-2,,,,ACT,"2202 Allied Dr Allied Dr, 53711",159.60354916,,1005,WATEROUS,W-59,1963,5,,,Blue,MADISON WATER UTILITY,
-89.45946473501273,43.029081163362207,1311,,,WUPTB,2017-08-31T16:19:26.000Z,HYDR-3668-3,,,,ACT,ALLIED DR & JENEWEIN RD,159.60355221,,1002,WATEROUS,W-59,1968,5,,,Blue,MADISON WATER UTILITY,
-89.46009675692116,43.025097637260053,1313,wujag,2016-04-11T08:00:49.000Z,WUPTB,2017-07-28T15:37:15.000Z,HYDR-3570-2377,TC,1-1630-19,2016-04-07T00:00:00.000Z,ACT,"2442 Allied Dr Allied Dr, 53711",353.3891,,972,MUELLER,,2016,5,,,Blue,MADISON WATER UTILITY,
-89.461252802021022,43.02698561881386,1314,,,WUPTB,2017-08-31T16:19:26.000Z,HYDR-3569-2,FLD,,,ACT,CARLING DR & LOVELL LN,357.9248,,1002,WATEROUS,WB-59,1983,5,,,Blue,MADISON WATER UTILITY,
-89.466731313926161,43.027073839658627,1316,,,WUPTB,2017-08-31T16:19:26.000Z,HYDR-3469-6,,,,ACT,"2338 Harley Dr Harley Dr, 53711",159.60358288,,1030,WATEROUS,W-59,1984,5,,,Orange,MADISON WATER UTILITY,
-89.466630380754964,43.030341201379152,1317,,,WUPTB,2017-08-31T16:19:26.000Z,HYDR-3468-6,,,,ACT,"2110 Harley Dr Harley Dr, 53711",159.60357609,,1055,,M-3,1959,5,,,Blue,MADISON WATER UTILITY,
-89.466621370234449,43.029007732852463,1318,,,WUPTB,2017-08-31T16:19:26.000Z,HYDR-3469-5,,,,ACT,"2302 Harley Dr Harley Dr, 53711",159.60357866,,1048,,M-3,1959,5,,,Green,MADISON WATER UTILITY,
-89.467738126991719,43.027655785560171,1319,,,WUPTB,2017-08-31T16:19:26.000Z,HYDR-3469-4,,,,ACT,"14 Celia Ct Celia Ct, 53711",159.60358536,,1031,,M-3,1952,5,,,Green,MADISON WATER UTILITY,
-89.430065961249042,43.027365918540653,1321,,,WUPTB,2017-08-31T16:19:26.000Z,HYDR-4269-8,FLD,,,ACT,DERBY DOWN & SANDWOOD WAY,33.1944,,958,CLOW,Clow Medallion,,5,,,blue,MADISON WATER UTILITY,
-89.458378786595574,43.028337632381628,1322,,,WUPTB,2017-08-31T16:19:26.000Z,HYDR-3669-2,FLD,,,ACT,REVIVAL RDG & FRIDA KAHLO CREST,357.2185,,987,,Pacer,2003,5,,,Blue,MADISON WATER UTILITY,
-89.458222915159027,43.027566782055203,1323,,,WUPTB,2017-08-31T16:19:26.000Z,HYDR-3669-3,FLD,,,ACT,"REVIVAL RDG & FRIDA KAHLO CREST,296' S ",185.2562,,982,,Pacer,2004,5,,,Blue,MADISON WATER UTILITY,
-89.459036582932029,43.027407891520831,1324,,,WUPTB,2017-08-31T16:19:26.000Z,HYDR-3669-5,FLD,,,ACT,"GENE PARKS PL & MIKE MCKINNEY CT,227'S OF",175.0791,,986,,Pacer,2008,5,,,Blue,MADISON WATER UTILITY,
